label,message
spam,Your OTP is 875321. Do not share it with anyone. -BankAlert
spam,You've been selected! Redeem your prize now at offer.link/win
ham,"Hey, are we still meeting at 5:30 PM today?"
spam,You are the lucky winner of our holiday sweepstakes! Confirm at bit.ly/free-win
spam,Act now to secure your free trial of laptop. Offer expires today!
ham,What time are we leaving for the airport?
ham,Just checking in. How's everything going with you?
ham,Just checking in. How's everything going with you?
spam,"Limited time offer! Buy one laptop, get one free. Visit: clicknow.com/deal"
ham,What time are we leaving for the airport?
spam,Congratulations! You've won a 100 GBP gift card. Click here: bit.ly/free-win
spam,You’re approved for a loan up to 5000 GBP. Apply at clicknow.com/deal
ham,Meeting rescheduled to 3 PM. Please confirm availability.
spam,Your mobile number has won 500 INR. Contact us at clicknow.com/deal
spam,This is not a scam! Claim your inheritance now: bit.ly/free-win
ham,Don't forget to pick up groceries on your way home.
spam,🎁 You’re chosen to receive a iPhone. Collect at tinyurl.com/claimnow
spam,Your OTP is 875321. Do not share it with anyone. -BankAlert
ham,Just checking in. How's everything going with you?
spam,This is not a scam! Claim your inheritance now: tinyurl.com/claimnow
spam,Act now to secure your free trial of iPhone. Offer expires today!
spam,Congratulations! You have been selected for a VIP membership. Click: clicknow.com/deal
ham,Let's catch up over lunch tomorrow!
ham,Call me when you're free. Need to discuss something important.
spam,Your OTP is 875321. Do not share it with anyone. -BankAlert
spam,Win a 500 USD cash prize. Act fast! bit.ly/free-win
ham,Can you send me the notes from yesterday's class?
spam,Final notice: You're eligible for a tax refund. Submit details at offer.link/win
spam,Get 1000 followers instantly for free. Just click bit.ly/free-win
spam,Your mobile number has won 100 INR. Contact us at clicknow.com/deal
ham,Your package has been delivered. Check your doorstep.
spam,You've been selected! Redeem your prize now at tinyurl.com/claimnow
ham,Just checking in. How's everything going with you?
spam,Your OTP is 875321. Do not share it with anyone. -BankAlert
spam,Hey there! Want to make $5000/week from home? DM me now!
ham,Dinner plans confirmed at the Maldives for tonight!
spam,You’ve won a free laptop! Claim it now at bit.ly/free-win
spam,You’re approved for a loan up to 5000 GBP. Apply at tinyurl.com/claimnow
ham,"Hey, what's your plan for this weekend?"
spam,You are the lucky winner of our holiday sweepstakes! Confirm at tinyurl.com/claimnow
ham,Newsletter: Top productivity tips for remote workers inside!
spam,Congratulations! You've won a 500 EUR gift card. Click here: clicknow.com/deal
spam,You have been selected for a free vacation to Bali. Confirm now at tinyurl.com/claimnow
spam,You are the lucky winner of our holiday sweepstakes! Confirm at bit.ly/free-win
spam,Act now to secure your free trial of iPhone. Offer expires today!
ham,Happy birthday! Hope you have a wonderful day 🎉
spam,Pay ₹50 today and win a smartphone. Limited time only! offer.link/win
spam,Free Netflix account for 1 year. Join here: bit.ly/free-win
spam,"Limited time offer! Buy one headphones, get one free. Visit: clicknow.com/deal"
ham,Newsletter: Top productivity tips for remote workers inside!
ham,Your package has been delivered. Check your doorstep.
ham,"Hi Arbaz, your subscription has been renewed successfully."
ham,Happy birthday! Hope you have a wonderful day 🎉
ham,Dinner plans confirmed at Bali for tonight!
spam,Congratulations! You've won a 100 INR gift card. Click here: bit.ly/free-win
ham,Reminder: Team meeting scheduled for tomorrow at noon.
ham,What time are we leaving for the airport?
spam,You've been selected! Redeem your prize now at tinyurl.com/claimnow
ham,Newsletter: Top productivity tips for remote workers inside!
ham,Happy birthday! Hope you have a wonderful day 🎉
ham,Newsletter: Top productivity tips for remote workers inside!
spam,Win a 1000 EUR cash prize. Act fast! tinyurl.com/claimnow
ham,Just checking in. How's everything going with you?
ham,"Hey, are we still meeting at 5:30 PM today?"
spam,Congratulations! You've won a 500 INR gift card. Click here: bit.ly/free-win
spam,Free trial of our antivirus software ends soon. Renew now at clicknow.com/deal
ham,Can you send me that PDF when you're done?
spam,Free trial of our antivirus software ends soon. Renew now at offer.link/win
ham,Let's catch up over lunch tomorrow!
spam,Get 1000 followers instantly for free. Just click bit.ly/free-win
spam,Congratulations! You've won a 100 EUR gift card. Click here: tinyurl.com/claimnow
ham,What time are we leaving for the airport?
ham,"Balance alert: Your account balance is ₹5,432.23."
spam,You have been selected for a free vacation to the Maldives. Confirm now at offer.link/win
ham,Can you send me the notes from yesterday's class?
spam,Congratulations! You've won a 5000 INR gift card. Click here: offer.link/win
spam,Free Netflix account for 1 year. Join here: bit.ly/free-win
ham,Don't forget to pick up groceries on your way home.
spam,Hey there! Want to make $5000/week from home? DM me now!
spam,"Limited time offer! Buy one gift box, get one free. Visit: offer.link/win"
ham,Please find the attached invoice for this month's services.
spam,Act fast! 1000 USD gift offer expires soon. offer.link/win
spam,Win a 100 GBP cash prize. Act fast! bit.ly/free-win
ham,Dinner plans confirmed at the Maldives for tonight!
spam,You've been selected! Redeem your prize now at tinyurl.com/claimnow
ham,Let’s book tickets for the movie tonight.
spam,Act now to secure your free trial of headphones. Offer expires today!
ham,Don't forget to pick up groceries on your way home.
spam,You’re approved for a loan up to 5000 INR. Apply at bit.ly/free-win
ham,Dinner plans confirmed at the Maldives for tonight!
ham,Happy birthday! Hope you have a wonderful day 🎉
ham,Don't forget to pick up groceries on your way home.
ham,"Hey, what's your plan for this weekend?"
spam,You've been selected! Redeem your prize now at clicknow.com/deal
ham,"Hi! I'm running 10 minutes late, be there soon."
ham,Don't forget to pick up groceries on your way home.
ham,"Hey, what's your plan for this weekend?"
spam,Congratulations! You've won a 500 GBP gift card. Click here: offer.link/win
spam,You’re approved for a loan up to 500 EUR. Apply at bit.ly/free-win
spam,"Limited time offer! Buy one iPhone, get one free. Visit: offer.link/win"
ham,"Hey, are we still meeting at 10 AM today?"
ham,"Balance alert: Your account balance is ₹5,432.23."
spam,Act now to secure your free trial of gift box. Offer expires today!
spam,Claim your free iPhone now. Limited time offer: clicknow.com/deal
ham,Meeting rescheduled to noon. Please confirm availability.
ham,Dinner plans confirmed at the Maldives for tonight!
ham,What time are we leaving for the airport?
ham,What time are we leaving for the airport?
ham,Dinner plans confirmed at Bali for tonight!
ham,Dinner plans confirmed at Goa for tonight!
ham,Newsletter: Top productivity tips for remote workers inside!
ham,"Hey, are we still meeting at 5:30 PM today?"
ham,Newsletter: Top productivity tips for remote workers inside!
ham,"Hey, what's your plan for this weekend?"
spam,Claim your free headphones now. Limited time offer: bit.ly/free-win
spam,Special offer: 1000 GBP gift card for you. Click bit.ly/free-win
spam,Congratulations! You have been selected for a VIP membership. Click: clicknow.com/deal
ham,Can you send me that PDF when you're done?
spam,You've been selected! Redeem your prize now at tinyurl.com/claimnow
ham,Let’s book tickets for the movie tonight.
ham,Please find the attached invoice for this month's services.
spam,Win a 500 EUR cash prize. Act fast! tinyurl.com/claimnow
ham,"Hey, are we still meeting at noon today?"
spam,Join our exclusive crypto airdrop today. Limited slots: tinyurl.com/claimnow
ham,Don't forget to pick up groceries on your way home.
spam,You’re approved for a loan up to 500 USD. Apply at tinyurl.com/claimnow
spam,Act now to secure your free trial of gift box. Offer expires today!
ham,Your package has been delivered. Check your doorstep.
ham,"Hey, are we still meeting at 5:30 PM today?"
spam,Lucky winner! Free laptop just for you. Click clicknow.com/deal
ham,"Hi! I'm running 10 minutes late, be there soon."
ham,Just checking in. How's everything going with you?
spam,URGENT: Your account has been suspended. Restore access at bit.ly/free-win
ham,"Hi! I'm running 10 minutes late, be there soon."
spam,You’re approved for a loan up to 5000 INR. Apply at tinyurl.com/claimnow
spam,You've been selected! Redeem your prize now at bit.ly/free-win
ham,Can you send me that PDF when you're done?
ham,Let's catch up over lunch tomorrow!
spam,Win a 5000 EUR cash prize. Act fast! clicknow.com/deal
spam,Claim your free headphones now. Limited time offer: tinyurl.com/claimnow
ham,Don't forget to pick up groceries on your way home.
spam,Congratulations! You've won a 5000 INR gift card. Click here: bit.ly/free-win
spam,Claim your free gift box now. Limited time offer: offer.link/win
spam,URGENT: Your account has been suspended. Restore access at offer.link/win
ham,Call me when you're free. Need to discuss something important.
ham,Can you send me that PDF when you're done?
ham,Let’s book tickets for the movie tonight.
spam,Win a 5000 INR cash prize. Act fast! clicknow.com/deal
spam,Act now to secure your free trial of laptop. Offer expires today!
spam,Congratulations! You have been selected for a VIP membership. Click: offer.link/win
ham,Meeting rescheduled to 10 AM. Please confirm availability.
spam,Final notice: You're eligible for a tax refund. Submit details at tinyurl.com/claimnow
ham,Your package has been delivered. Check your doorstep.
spam,This is not a scam! Claim your inheritance now: clicknow.com/deal
spam,"Dear user, your account will be deactivated. Verify immediately at bit.ly/free-win"
ham,Your package has been delivered. Check your doorstep.
ham,Just checking in. How's everything going with you?
spam,"Limited time offer! Buy one headphones, get one free. Visit: offer.link/win"
ham,What time are we leaving for the airport?
spam,Final notice: You're eligible for a tax refund. Submit details at tinyurl.com/claimnow
spam,Claim your free headphones now. Limited time offer: tinyurl.com/claimnow
spam,Claim your free gift box now. Limited time offer: tinyurl.com/claimnow
ham,Meeting rescheduled to 5:30 PM. Please confirm availability.
spam,You have been selected for a free vacation to the Maldives. Confirm now at offer.link/win
ham,What time are we leaving for the airport?
ham,Can you send me the notes from yesterday's class?
ham,Let's catch up over lunch tomorrow!
ham,Let’s book tickets for the movie tonight.
spam,Lucky winner! Free headphones just for you. Click bit.ly/free-win
spam,Hey there! Want to make $5000/week from home? DM me now!
ham,Let's catch up over lunch tomorrow!
spam,URGENT: Your account has been suspended. Restore access at bit.ly/free-win
spam,You’re approved for a loan up to 5000 EUR. Apply at bit.ly/free-win
ham,Let's catch up over lunch tomorrow!
spam,Win a 100 USD cash prize. Act fast! tinyurl.com/claimnow
spam,Congratulations! You've won a 1000 USD gift card. Click here: bit.ly/free-win
ham,What time are we leaving for the airport?
ham,"Hey, are we still meeting at 10 AM today?"
ham,Newsletter: Top productivity tips for remote workers inside!
ham,Let’s book tickets for the movie tonight.
ham,What time are we leaving for the airport?
ham,Let's catch up over lunch tomorrow!
spam,Congratulations! You've won a 5000 INR gift card. Click here: offer.link/win
